amount,average_transaction_amount,amount_deviation,transaction_hour,transaction_day,transactions_last_10_minutes,transaction_frequency,is_new_device,is_new_location,merchant_risk,is_fraud
1273.41,2000.0,0.64,8,6,0,5,0,0,0,0
1359.91,2000.0,0.68,8,19,0,41,0,0,0,0
2898.56,2000.0,1.45,15,10,0,39,0,0,0,0
47592.47,12000.0,3.97,11,16,3,28,1,1,1,0
6676.18,8000.0,0.83,9,3,1,15,0,0,1,0
2265.25,2000.0,1.13,19,22,1,29,0,0,0,0
6354.11,6000.0,1.06,14,11,0,7,0,0,0,0
5968.5,4500.0,1.33,17,20,0,18,0,0,0,0
1404.52,2500.0,0.56,12,6,0,12,0,0,0,0
3742.86,3000.0,1.25,13,7,0,36,0,0,0,0
14077.16,2500.0,5.63,12,13,3,30,1,0,1,0
4623.45,6000.0,0.77,17,28,1,37,0,0,1,0
2230.29,3000.0,0.74,10,4,0,34,0,0,0,0
4212.02,6000.0,0.7,9,23,0,17,0,0,1,0
5790.83,2500.0,2.32,16,11,0,39,1,0,0,0
4788.95,3000.0,1.6,9,3,2,16,0,0,0,0
2434.5,3000.0,0.81,10,21,0,15,0,0,0,0
1452.42,3000.0,0.48,13,4,0,13,0,0,1,0
1124.25,1500.0,0.75,14,12,0,28,0,0,0,0
1672.05,2500.0,0.67,12,19,0,8,0,0,0,0
1884.51,1500.0,1.26,10,22,0,20,0,0,2,0
3101.63,1500.0,2.07,12,5,1,14,0,0,0,0
36271.64,8000.0,4.53,18,12,4,17,1,1,0,0
23872.24,12000.0,1.99,8,7,0,25,0,0,0,0
56542.81,12000.0,4.71,17,17,3,9,0,0,1,0
4793.22,6000.0,0.8,10,5,0,11,0,0,0,0
36527.25,8000.0,4.57,12,8,4,10,1,0,1,0
12264.49,12000.0,1.02,12,6,0,37,0,0,0,0
8663.57,8000.0,1.08,14,3,0,20,0,0,0,0
1603.69,2000.0,0.8,17,19,0,13,0,0,0,0
1083.09,1500.0,0.72,18,17,0,15,1,0,1,0
6299.29,8000.0,0.79,17,23,0,24,0,0,0,0
2280.84,1500.0,1.52,12,13,0,43,0,0,0,0
13120.71,2500.0,5.25,17,12,3,35,0,0,1,0
1844.31,2000.0,0.92,11,6,0,38,0,0,0,0
13698.12,12000.0,1.14,23,12,0,35,0,0,0,0
45152.51,8000.0,5.64,12,18,5,26,1,0,0,0
7736.85,6000.0,1.29,6,16,0,40,0,0,0,0
4208.49,6000.0,0.7,6,23,0,23,0,0,0,0
1079.81,1500.0,0.72,9,11,1,20,0,0,0,0
13361.54,12000.0,1.11,12,21,0,17,0,0,0,0
1936.75,2500.0,0.77,12,19,0,39,0,0,0,0
5727.34,4500.0,1.27,18,12,0,20,0,0,0,0
2315.4,2500.0,0.93,10,9,0,9,0,0,0,0
7278.79,8000.0,0.91,12,2,0,24,0,0,0,0
2191.25,2500.0,0.88,6,8,0,27,0,0,0,0
4922.6,6000.0,0.82,20,16,0,38,0,0,0,0
4573.08,6000.0,0.76,17,25,1,17,0,0,1,0
5958.85,12000.0,0.5,10,27,0,21,0,0,0,0
2221.13,2500.0,0.89,18,12,0,29,0,0,1,0
12445.82,8000.0,1.56,19,19,0,30,0,0,0,0
2251.56,4500.0,0.5,21,18,0,38,0,0,0,0
1940.47,2000.0,0.97,8,7,0,32,0,0,0,0
12067.08,12000.0,1.01,11,20,1,29,0,0,0,0
45754.56,4000.0,11.44,8,20,5,12,0,1,1,1
17567.61,12000.0,1.46,14,14,0,48,0,0,0,0
8591.43,1500.0,5.73,10,6,4,28,0,1,1,0
5690.98,6000.0,0.95,11,9,0,6,0,0,0,0
1787.71,2000.0,0.89,7,7,0,19,0,0,0,0
13256.83,2500.0,5.3,8,9,3,48,1,0,2,0
2173.28,3000.0,0.72,10,18,0,8,0,0,0,0
6587.15,4500.0,1.46,9,19,0,11,0,0,0,0
2950.99,2000.0,1.48,14,19,0,21,0,0,0,0
69241.48,2000.0,34.62,3,13,5,20,1,1,2,1
4600.12,4500.0,1.02,21,15,0,47,0,0,0,0
11299.59,2500.0,4.52,19,6,3,43,1,0,2,0
12705.43,2500.0,5.08,11,15,4,47,1,0,0,0
1516.05,1500.0,1.01,19,27,0,35,0,0,0,0
11789.12,12000.0,0.98,15,12,0,24,0,0,0,0
9747.38,6000.0,1.62,8,8,0,12,0,0,0,0
4545.43,4500.0,1.01,14,17,0,17,0,0,0,0
3481.53,3000.0,1.16,14,7,0,41,0,0,0,0
6747.43,8000.0,0.84,7,13,0,15,0,0,0,0
2361.0,1500.0,1.57,19,23,0,14,0,0,0,0
1149.65,2500.0,0.46,17,17,1,33,0,0,0,0
10069.18,8000.0,1.26,10,9,0,34,0,0,0,0
1534.15,1500.0,1.02,7,2,0,10,0,0,0,0
3275.08,2500.0,1.31,14,5,1,23,0,0,0,0
7857.2,8000.0,0.98,18,11,0,40,0,0,0,0
2492.56,2000.0,1.25,16,23,0,7,0,0,0,0
3050.02,3000.0,1.02,8,20,0,33,0,0,0,0
2517.28,4500.0,0.56,10,20,0,10,0,0,0,0
8139.55,12000.0,0.68,1,27,0,44,0,0,0,0
3191.64,3000.0,1.06,14,2,0,42,0,0,0,0
4226.5,3000.0,1.41,15,11,0,45,0,1,0,0
1975.24,1500.0,1.32,21,15,0,39,1,0,0,0
12695.04,3000.0,4.23,21,12,4,8,1,0,2,1
3031.86,2000.0,1.52,10,4,0,38,0,0,0,0
1999.06,2000.0,1.0,14,6,0,36,0,0,0,0
8052.53,6000.0,1.34,19,25,0,49,0,0,0,0
44775.26,12000.0,3.73,12,10,4,48,1,1,1,0
6829.83,1500.0,4.55,16,20,5,6,1,0,1,1
8019.36,1500.0,5.35,13,11,5,46,1,1,1,0
31070.9,4000.0,7.77,16,21,7,42,1,1,1,1
3196.76,3000.0,1.07,8,14,1,28,0,0,0,0
2524.86,2500.0,1.01,18,9,0,45,0,0,0,0
3850.81,8000.0,0.48,18,12,0,28,0,0,0,0
10619.14,3000.0,3.54,10,28,3,6,0,0,1,0
9220.19,12000.0,0.77,13,18,0,23,0,0,0,0
2298.0,3000.0,0.77,11,9,0,18,0,0,0,0
27193.68,2500.0,10.88,16,6,5,15,1,1,1,1
3239.01,2500.0,1.3,17,4,0,9,0,0,0,0
6108.06,8000.0,0.76,18,4,0,9,1,0,0,0
9086.25,2500.0,3.63,17,13,4,16,1,0,1,0
8107.84,6000.0,1.35,7,23,0,24,0,0,0,0
38443.13,8000.0,4.81,10,23,4,9,1,0,1,0
1802.21,2500.0,0.72,15,15,0,13,0,0,0,0
5775.5,12000.0,0.48,14,17,0,49,0,0,0,0
2850.28,4500.0,0.63,18,21,0,9,0,0,0,0
13598.89,12000.0,1.13,6,14,0,10,0,0,0,0
1283.13,1500.0,0.86,14,16,0,34,0,0,0,0
1277.16,2500.0,0.51,12,26,0,37,0,0,0,0
6451.51,4500.0,1.43,20,27,0,36,0,0,0,0
36073.28,8000.0,4.51,18,24,5,38,1,1,1,0
1436.56,1500.0,0.96,10,16,0,19,0,0,0,0
1825.52,1500.0,1.22,21,3,0,34,0,0,0,0
2775.13,3000.0,0.93,6,5,0,40,0,0,0,0
10891.78,3000.0,3.63,12,16,5,13,1,0,1,0
85729.65,3000.0,28.58,14,23,4,42,1,1,2,1
4903.26,4500.0,1.09,8,17,0,13,0,0,0,0
1811.41,1500.0,1.21,20,14,0,11,0,0,1,0
46983.16,12000.0,3.92,5,24,3,49,1,0,1,0
4980.22,6000.0,0.83,18,9,0,40,0,0,0,0
1827.14,2000.0,0.91,22,28,0,31,0,0,0,0
3930.57,3000.0,1.31,15,12,0,12,0,0,0,0
6099.73,6000.0,1.02,1,20,0,7,0,0,0,0
2779.86,3000.0,0.93,9,11,0,39,0,0,1,0
2864.95,2500.0,1.15,16,10,0,23,1,0,0,0
6069.46,4500.0,1.35,21,22,0,17,0,0,0,0
2509.49,4500.0,0.56,12,24,0,31,0,0,0,0
2379.65,3000.0,0.79,0,15,0,18,0,0,0,0
7467.59,4500.0,1.66,13,21,0,16,0,0,0,0
6156.41,6000.0,1.03,9,8,0,45,0,0,0,0
14762.62,8000.0,1.85,17,17,1,41,0,0,0,0
2227.55,1500.0,1.49,14,2,1,35,0,0,0,0
13070.14,12000.0,1.09,11,22,1,37,0,0,0,0
3167.94,2500.0,1.27,11,9,0,28,0,0,0,0
1924.76,1500.0,1.28,9,14,0,38,0,0,0,0
2375.29,2500.0,0.95,21,23,1,45,0,0,0,0
6215.15,1500.0,4.14,0,4,7,20,1,0,2,1
3041.25,2500.0,1.22,16,28,0,6,0,0,0,0
1686.44,1500.0,1.12,12,28,0,18,0,0,0,0
8287.45,2000.0,4.14,12,17,5,30,0,0,2,0
1100.99,1500.0,0.73,12,6,0,45,0,0,0,0
1774.93,3000.0,0.59,12,11,1,39,0,0,0,0
22742.19,12000.0,1.9,17,18,0,18,0,0,0,0
11902.62,12000.0,0.99,13,21,0,47,0,0,0,0
14738.48,3000.0,4.91,11,12,3,39,0,1,1,0
2877.33,3000.0,0.96,12,14,0,26,0,0,0,0
7290.66,8000.0,0.91,20,17,0,27,0,0,0,0
39862.24,8000.0,4.98,12,27,4,32,1,0,1,0
13613.56,8000.0,1.7,17,5,1,47,0,0,0,0
2212.38,1500.0,1.47,16,8,0,11,0,0,0,0
2664.36,6000.0,0.44,10,22,0,14,0,0,0,0
1965.28,2000.0,0.98,12,23,0,37,0,0,0,0
5910.96,8000.0,0.74,13,18,0,44,0,0,0,0
4399.89,4500.0,0.98,16,13,0,43,0,0,0,0
1832.29,3000.0,0.61,5,9,0,28,0,0,0,0
5975.41,12000.0,0.5,20,2,0,16,0,0,0,0
4760.14,3000.0,1.59,9,3,1,32,0,0,0,0
5919.09,3000.0,1.97,12,19,0,13,0,1,0,0
8928.84,6000.0,1.49,9,14,1,39,0,0,0,0
3891.81,3000.0,1.3,14,2,1,16,0,1,0,0
46916.52,1500.0,31.28,2,23,2,19,1,1,2,1
59265.84,12000.0,4.94,11,14,4,47,0,0,0,0
10629.48,6000.0,1.77,8,13,0,16,0,0,0,0
4805.85,2500.0,1.92,16,16,0,40,0,0,0,0
3607.65,3000.0,1.2,16,18,0,42,0,0,1,0
3071.65,4500.0,0.68,22,23,0,17,0,1,1,0
6423.09,8000.0,0.8,17,4,0,26,0,0,0,0
1768.63,2500.0,0.71,15,13,0,20,0,0,0,0
7755.39,12000.0,0.65,18,10,0,21,0,0,0,0
5426.75,12000.0,0.45,19,19,0,34,0,0,0,0
5832.45,4500.0,1.3,18,12,1,42,0,0,0,0
8305.58,12000.0,0.69,14,8,0,47,0,0,0,0
3272.05,2500.0,1.31,14,1,0,16,0,0,1,0
880.66,1500.0,0.59,15,17,0,45,0,0,0,0
4778.42,4500.0,1.06,18,11,0,44,0,0,0,0
1258.86,1500.0,0.84,14,15,0,49,0,0,0,0
5601.02,4500.0,1.24,11,5,0,29,0,0,0,0
1868.34,3000.0,0.62,19,16,0,50,0,0,0,0
8104.94,8000.0,1.01,22,15,0,29,0,0,0,0
64260.44,4000.0,16.07,22,8,6,42,1,1,1,1
22163.45,12000.0,1.85,21,12,0,11,0,0,0,0
2764.66,3000.0,0.92,18,27,0,33,0,0,1,0
4155.53,2500.0,1.66,15,2,0,11,0,0,0,0
1939.48,1500.0,1.29,10,7,0,41,0,0,1,0
18685.77,2000.0,9.34,22,15,6,34,1,1,1,1
4542.78,6000.0,0.76,15,14,0,25,0,0,0,0
4807.75,3000.0,1.6,19,8,0,8,0,0,0,0
3433.68,3000.0,1.14,13,22,0,15,0,0,0,0
4318.83,12000.0,0.36,6,2,0,34,0,0,0,0
3643.68,4500.0,0.81,9,17,0,5,0,0,0,0
43680.81,2000.0,21.84,22,22,9,6,1,1,2,1
4381.72,2500.0,1.75,12,3,0,46,0,0,0,0
29727.7,6000.0,4.95,16,23,5,46,0,0,1,0
2161.26,2500.0,0.86,12,12,0,23,0,0,0,0
29289.44,8000.0,3.66,18,15,5,13,1,0,1,0
2604.9,3000.0,0.87,12,5,0,20,0,0,0,0
11164.66,8000.0,1.4,15,7,0,33,0,0,0,0
6461.0,8000.0,0.81,14,7,0,39,0,0,0,0
3153.93,3000.0,1.05,15,19,0,50,0,0,0,0
5118.15,3000.0,1.71,8,19,0,27,0,0,0,0
3602.81,2500.0,1.44,12,24,0,31,0,0,0,0
7378.21,2000.0,3.69,12,23,3,50,0,0,0,0
3161.3,4500.0,0.7,15,25,0,47,0,0,0,0
4186.11,3000.0,1.4,14,23,0,25,0,0,2,0
1758.02,2500.0,0.7,1,14,0,20,0,0,0,0
21940.62,1500.0,14.63,22,21,4,8,1,1,2,1
4959.08,3000.0,1.65,14,13,0,27,0,0,0,0
10500.65,3000.0,3.5,14,7,3,38,0,0,1,0
3430.64,2000.0,1.72,13,7,2,22,0,0,0,0
6700.66,8000.0,0.84,11,9,1,45,0,0,0,0
1530.26,2500.0,0.61,7,1,0,12,0,0,0,0
3112.86,2500.0,1.25,19,17,0,27,0,0,0,0
18317.26,4500.0,4.07,13,28,3,23,0,1,0,0
3215.0,1500.0,2.14,15,16,0,7,0,0,0,0
4398.91,2500.0,1.76,15,1,0,12,0,0,0,0
4226.88,3000.0,1.41,13,16,0,35,0,0,0,0
912.41,1500.0,0.61,13,8,0,11,0,0,0,0
1066.96,1500.0,0.71,11,6,0,7,0,0,0,0
6314.74,6000.0,1.05,9,9,0,28,0,0,0,0
4466.42,4500.0,0.99,7,17,0,26,0,0,0,0
2134.01,2000.0,1.07,9,13,0,41,0,0,1,0
8879.07,12000.0,0.74,18,11,1,42,0,0,0,0
4479.54,3000.0,1.49,19,22,0,35,0,0,1,0
2746.73,1500.0,1.83,9,12,0,6,0,0,0,0
4721.79,4500.0,1.05,12,4,0,12,1,0,0,0
2824.32,3000.0,0.94,3,4,1,19,0,0,0,0
10374.04,12000.0,0.86,20,5,0,26,0,0,0,0
7615.87,8000.0,0.95,19,26,0,11,0,0,0,0
3510.1,2000.0,1.76,6,13,0,7,0,0,0,0
1917.69,1500.0,1.28,21,27,0,16,0,0,0,0
4783.68,4500.0,1.06,12,3,0,15,0,0,0,0
5959.12,4500.0,1.32,6,15,0,10,0,0,0,0
4728.87,4500.0,1.05,13,5,0,29,0,0,0,0
24907.24,12000.0,2.08,11,7,0,33,0,0,0,0
2802.22,2500.0,1.12,13,2,1,46,0,0,0,0
1930.81,1500.0,1.29,18,17,0,26,0,0,0,0
8428.28,6000.0,1.4,10,22,0,24,0,0,1,0
2086.12,4500.0,0.46,22,1,0,26,0,0,0,0
25406.29,12000.0,2.12,7,24,0,32,0,0,0,0
5819.32,6000.0,0.97,19,24,0,38,0,0,0,0
24334.39,6000.0,4.06,18,2,5,30,1,1,1,0
4719.11,4500.0,1.05,0,12,1,33,0,0,0,0
14291.65,12000.0,1.19,8,20,0,7,0,0,0,0
5171.33,6000.0,0.86,21,13,0,21,0,0,0,0
2977.64,3000.0,0.99,16,3,0,14,0,0,1,0
6943.39,8000.0,0.87,12,25,0,46,0,0,0,0
4943.52,6000.0,0.82,7,18,0,41,0,0,0,0
14914.12,12000.0,1.24,14,17,0,25,0,0,0,0
9456.38,6000.0,1.58,12,8,0,37,0,0,0,0
5520.23,8000.0,0.69,9,5,0,31,0,0,0,0
2545.65,2500.0,1.02,17,12,0,37,0,0,0,0
1807.53,2000.0,0.9,17,17,0,32,0,0,0,0
5510.54,4500.0,1.22,20,9,0,48,0,0,0,0
21024.29,6000.0,3.5,16,25,4,30,1,0,1,0
35785.54,2000.0,17.89,16,9,5,36,1,1,1,1
5666.7,4500.0,1.26,10,20,0,16,0,0,0,0
6962.13,8000.0,0.87,13,22,0,11,0,0,0,0
7127.89,2500.0,2.85,0,22,8,29,0,1,2,1
1965.65,3000.0,0.66,16,7,0,10,0,0,0,0
3455.89,3000.0,1.15,8,20,0,21,0,0,0,0
6092.14,4500.0,1.35,17,22,1,29,0,0,0,0
6547.21,4500.0,1.45,17,18,0,8,0,0,0,0
2123.31,2500.0,0.85,17,15,0,45,0,0,0,0
34672.73,6000.0,5.78,10,6,5,43,0,0,1,0
2858.64,2500.0,1.14,15,21,0,27,0,0,0,0
55378.27,12000.0,4.61,10,24,3,23,0,0,1,0
1998.14,2500.0,0.8,18,3,1,38,0,0,1,0
10592.83,2500.0,4.24,10,7,3,28,1,0,1,0
1266.31,1500.0,0.84,14,2,0,43,0,0,0,0
23336.47,12000.0,1.94,19,10,0,14,0,0,1,0
799.88,1500.0,0.53,14,3,0,44,0,0,0,0
5031.74,8000.0,0.63,16,15,0,25,0,0,0,0
10100.77,2000.0,5.05,17,19,3,6,1,0,0,0
1966.37,1500.0,1.31,11,18,1,29,0,0,0,0
1242.27,3000.0,0.41,19,10,0,43,0,0,0,0
7553.94,12000.0,0.63,15,10,0,50,0,0,0,0
13859.19,2500.0,5.54,18,16,3,43,0,1,0,0
2182.53,2500.0,0.87,16,27,0,6,0,0,1,0
13284.48,8000.0,1.66,11,23,0,9,0,0,1,0
4107.91,3000.0,1.37,8,1,0,26,0,0,0,0
7588.08,6000.0,1.26,10,6,0,37,0,1,0,0
5078.36,2000.0,2.54,17,22,6,48,1,1,1,1
6057.62,8000.0,0.76,13,19,0,33,0,0,0,0
2028.95,4500.0,0.45,16,9,0,31,0,0,0,0
8710.57,8000.0,1.09,8,23,0,29,0,0,0,0
7003.02,4500.0,1.56,19,22,0,34,0,0,0,0
3350.94,3000.0,1.12,18,27,0,45,0,0,0,0
1296.27,1500.0,0.86,11,21,0,37,0,0,0,0
953.48,1500.0,0.64,16,3,0,48,0,0,0,0
1785.18,2500.0,0.71,20,19,0,15,0,0,0,0
8733.8,12000.0,0.73,15,18,0,36,0,0,0,0
17682.13,3000.0,5.89,13,2,4,21,0,0,0,0
4277.77,6000.0,0.71,18,8,0,22,0,0,0,0
21818.46,4500.0,4.85,12,8,4,46,0,0,0,0
19660.96,4500.0,4.37,14,6,5,48,1,0,2,0
16363.55,4500.0,3.64,14,5,5,23,1,0,1,0
4018.88,2000.0,2.01,10,3,0,46,0,0,0,0
9379.28,8000.0,1.17,10,2,0,49,0,0,0,0
3328.93,3000.0,1.11,3,7,0,42,0,0,0,0
2307.25,1500.0,1.54,5,6,0,17,0,0,0,0
5620.77,4500.0,1.25,10,14,0,22,0,0,0,0
6991.87,6000.0,1.17,14,13,0,36,0,0,1,0
5889.62,6000.0,0.98,18,25,0,33,0,0,0,0
10982.03,12000.0,0.92,19,20,0,28,0,0,0,0
8360.06,12000.0,0.7,13,4,0,10,0,0,0,0
1858.23,2000.0,0.93,7,6,0,18,0,0,1,0
11710.85,6000.0,1.95,15,1,0,7,1,0,0,0
5890.41,4500.0,1.31,10,1,0,50,0,0,0,0
1570.49,2000.0,0.79,19,2,0,14,1,0,0,0
3055.7,6000.0,0.51,11,3,2,5,0,0,0,0
1290.39,1500.0,0.86,14,28,0,48,0,0,0,0
7809.02,6000.0,1.3,13,7,0,37,1,0,0,0
2487.79,4500.0,0.55,15,19,0,27,0,0,0,0
9451.79,6000.0,1.58,9,28,0,14,0,0,0,0
1909.5,2500.0,0.76,12,8,0,30,0,0,0,0
2872.9,2000.0,1.44,17,14,0,36,0,0,0,0
2952.28,3000.0,0.98,12,18,0,15,0,0,2,0
7971.88,8000.0,1.0,7,21,1,37,0,0,0,0
7727.23,1500.0,5.15,13,2,4,24,1,0,1,0
9733.72,4500.0,2.16,17,26,0,7,0,0,0,0
3892.6,4500.0,0.87,7,8,0,9,0,0,1,0
1308.24,3000.0,0.44,10,27,0,25,0,0,0,0
27414.69,3000.0,9.14,3,1,5,5,1,1,2,1
13086.93,12000.0,1.09,10,11,0,21,0,0,0,0
3424.45,4500.0,0.76,18,15,0,40,0,0,0,0
6930.57,6000.0,1.16,19,28,0,8,0,0,1,0
2168.42,3000.0,0.72,15,4,0,14,0,0,1,0
4982.35,4500.0,1.11,12,22,1,28,0,0,0,0
4406.43,6000.0,0.73,18,24,0,47,0,0,0,0
39548.73,1500.0,26.37,8,7,3,10,1,1,2,1
17574.99,12000.0,1.46,12,14,0,29,0,0,0,0
18140.62,8000.0,2.27,20,20,0,30,0,0,1,0
4208.34,4500.0,0.94,5,25,0,43,0,0,1,0
2812.18,1500.0,1.87,0,23,1,39,0,0,0,0
6304.63,6000.0,1.05,8,13,0,32,0,0,0,0
10867.14,12000.0,0.91,13,19,1,17,0,0,0,0
13754.44,12000.0,1.15,11,25,1,7,0,0,0,0
15847.14,12000.0,1.32,11,14,2,50,0,0,1,0
2007.8,1500.0,1.34,19,11,0,10,0,0,0,0
6943.53,6000.0,1.16,17,9,0,42,0,0,0,0
10171.43,6000.0,1.7,16,10,0,15,0,0,0,0
5613.93,12000.0,0.47,9,21,1,34,0,0,1,0
5754.27,2500.0,2.3,11,26,0,32,0,0,0,0
2620.45,3000.0,0.87,9,6,2,49,0,0,0,0
5188.07,8000.0,0.65,10,23,1,31,0,0,0,0
9344.23,6000.0,1.56,8,21,0,20,0,0,0,0
2243.8,2500.0,0.9,19,22,0,25,0,0,0,0
2014.82,1500.0,1.34,21,24,0,41,0,0,0,0
5626.63,2500.0,2.25,12,5,0,14,0,0,1,0
6699.01,4500.0,1.49,12,7,0,47,0,0,0,0
1422.43,1500.0,0.95,9,8,0,32,0,0,1,0
16537.9,12000.0,1.38,8,12,0,38,0,0,0,0
9750.7,2000.0,4.88,18,4,5,6,1,0,0,0
2957.6,1500.0,1.97,13,11,0,12,0,0,0,0
6476.33,6000.0,1.08,18,15,0,30,1,0,0,0
1533.62,2500.0,0.61,16,19,0,47,0,0,0,0
730.46,1500.0,0.49,15,4,0,5,0,0,0,0
3749.59,3000.0,1.25,16,8,0,6,0,0,0,0
8996.83,12000.0,0.75,21,21,0,45,0,0,0,0
5151.07,3000.0,1.72,17,14,0,36,0,0,0,0
11823.15,8000.0,1.48,16,21,0,16,0,0,0,0
10128.42,2500.0,4.05,6,15,5,11,1,0,1,0
5255.94,8000.0,0.66,12,15,0,16,0,1,0,0
51015.57,12000.0,4.25,16,7,3,38,1,1,1,0
15001.54,12000.0,1.25,18,1,0,49,0,0,0,0
1420.86,2000.0,0.71,21,8,0,46,0,0,0,0
1163.92,1500.0,0.78,21,24,0,46,0,0,0,0
1940.13,2500.0,0.78,8,13,1,27,0,0,0,0
12072.63,3000.0,4.02,18,3,5,27,1,1,1,0
2235.59,2000.0,1.12,15,28,0,44,0,0,1,0
9918.36,8000.0,1.24,17,25,0,30,0,0,0,0
11275.36,8000.0,1.41,12,4,0,12,0,0,0,0
3547.15,2500.0,1.42,17,25,0,21,0,0,1,0
2771.46,2500.0,1.11,10,13,0,49,0,0,0,0
6396.7,4500.0,1.42,17,2,0,34,0,0,0,0
2829.83,6000.0,0.47,12,28,0,50,0,0,1,0
13037.88,4000.0,3.26,8,16,11,9,1,1,2,1
3715.58,2000.0,1.86,9,23,0,17,0,0,0,0
6184.44,12000.0,0.52,17,21,0,19,0,0,1,0
8677.82,8000.0,1.08,13,1,0,36,0,0,0,0
24025.57,12000.0,2.0,19,6,2,40,0,0,0,0
2225.74,2000.0,1.11,19,14,0,26,0,0,1,0
9894.74,8000.0,1.24,7,1,0,40,0,0,0,0
3657.48,4500.0,0.81,14,9,0,9,0,0,1,0
42482.16,8000.0,5.31,18,27,4,39,1,1,0,0
1145.38,2000.0,0.57,17,24,0,19,0,0,0,0
1091.72,1500.0,0.73,15,5,0,50,0,0,0,0
1851.32,4500.0,0.41,19,12,1,29,0,0,0,0
12798.42,6000.0,2.13,15,5,0,35,0,0,0,0
3233.48,3000.0,1.08,18,26,0,48,0,0,0,0
1090.28,1500.0,0.73,8,17,0,41,0,0,0,0
1496.71,2000.0,0.75,11,23,0,36,0,0,0,0
2367.69,2000.0,1.18,8,16,1,48,0,0,0,0
2447.14,4500.0,0.54,17,4,1,42,0,0,0,0
3547.91,2500.0,1.42,16,16,0,42,0,0,0,0
42000.55,8000.0,5.25,15,1,4,44,0,1,1,0
8690.55,1500.0,5.79,9,23,5,35,1,1,1,0
1735.52,2500.0,0.69,10,27,0,47,0,0,0,0
5184.45,6000.0,0.86,16,12,0,38,0,0,0,0
1739.72,3000.0,0.58,17,6,0,21,0,0,0,0
4327.69,2500.0,1.73,17,5,0,42,0,0,0,0
11780.37,2000.0,5.89,12,20,4,41,1,1,1,0
9810.26,8000.0,1.23,19,13,1,27,0,0,1,0
25366.92,12000.0,2.11,19,7,0,33,0,0,0,0
4754.76,2500.0,1.9,13,17,0,43,0,0,0,0
3703.09,4500.0,0.82,19,1,0,5,0,0,0,0
8955.86,12000.0,0.75,9,7,0,47,0,0,0,0
2360.79,2000.0,1.18,12,18,0,32,0,0,0,0
1463.41,1500.0,0.98,15,11,0,6,0,0,0,0
5588.52,4500.0,1.24,15,10,0,46,0,0,0,0
6214.89,4500.0,1.38,17,20,0,25,0,0,0,0
3011.83,2500.0,1.2,8,25,0,34,0,0,0,0
2806.4,2500.0,1.12,13,26,1,26,0,0,0,0
104826.74,3000.0,34.94,1,7,4,12,1,1,2,1
3403.56,4500.0,0.76,13,25,0,17,0,0,0,0
2776.69,6000.0,0.46,16,6,0,23,0,0,0,0
39306.53,2000.0,19.65,22,13,3,17,1,1,2,1
106446.72,4000.0,26.61,4,18,3,12,1,1,2,1
12586.77,6000.0,2.1,11,7,0,26,0,0,0,0
3406.73,3000.0,1.14,20,15,0,14,0,0,0,0
1726.99,1500.0,1.15,12,17,0,37,0,0,0,0
1829.85,2000.0,0.91,9,27,0,19,0,0,1,0
3929.13,4500.0,0.87,7,7,1,33,0,0,0,0
13515.06,2500.0,5.41,17,22,5,45,1,0,1,0
2125.77,2500.0,0.85,13,17,1,13,0,0,1,0
28586.53,8000.0,3.57,11,23,3,23,1,0,1,0
1471.12,2000.0,0.74,6,9,0,43,0,0,0,0
2857.39,1500.0,1.9,8,25,0,40,0,0,0,0
2375.23,2000.0,1.19,15,25,0,24,0,0,0,0
3559.47,3000.0,1.19,10,20,0,40,0,0,0,0
1343.57,3000.0,0.45,10,19,0,11,0,0,0,0
5359.98,4500.0,1.19,17,5,0,50,0,0,0,0
1505.5,1500.0,1.0,13,13,0,14,0,0,0,0
14890.15,2500.0,5.96,6,3,4,38,0,0,1,0
5377.17,8000.0,0.67,15,3,0,19,0,0,2,0
2854.71,3000.0,0.95,5,8,0,43,0,0,0,0
4830.16,4500.0,1.07,17,10,0,5,0,0,0,0
1904.27,1500.0,1.27,11,26,0,12,0,0,0,0
9656.69,6000.0,1.61,15,3,0,21,0,0,0,0
11755.34,3000.0,3.92,16,28,3,43,1,0,1,0
16467.31,3000.0,5.49,14,17,11,42,0,1,1,1
56676.71,4000.0,14.17,2,27,6,39,1,1,2,1
5262.74,4500.0,1.17,18,18,0,27,0,0,0,0
19996.74,12000.0,1.67,14,16,0,17,0,0,0,0
3345.96,2500.0,1.34,10,17,0,35,0,0,0,0
4812.5,3000.0,1.6,11,13,0,9,0,0,1,0
39083.34,3000.0,13.03,2,16,5,34,1,1,1,1
3144.88,1500.0,2.1,11,7,0,18,0,0,0,0
2489.35,2500.0,1.0,18,27,0,38,0,0,0,0
1762.23,2000.0,0.88,12,26,0,45,0,0,0,0
3465.74,3000.0,1.16,14,5,1,41,0,0,0,0
5017.63,2500.0,2.01,9,23,0,15,0,0,0,0
2053.85,3000.0,0.68,9,7,0,38,1,0,0,0
1159.63,1500.0,0.77,18,6,0,41,0,0,0,0
4844.67,8000.0,0.61,17,9,0,30,0,0,0,0
6789.96,3000.0,2.26,18,11,0,18,0,0,0,0
6575.96,1500.0,4.38,9,9,3,49,0,0,2,0
1721.36,2000.0,0.86,17,27,1,44,0,0,0,0
5457.33,6000.0,0.91,9,15,0,31,0,0,0,0
4665.82,6000.0,0.78,14,2,0,13,0,0,0,0
23401.23,2000.0,11.7,1,8,4,18,1,1,1,1
